Anmerkungen,Ort Motiv,Koordinaten Motiv,Jahr Motiv,Titel,Untertitel,Ort Verlag,Verlag,Nummer,Schlagwörter,Mitarbeiter/Fotograf,Absendeort,Absendeort Koordinaten,Empfangsort,Empfangsort Koordinaten,Anzahl Menschen,Jahr Motiv bereinigt,Land
,Suhl,"50.610555555556,10.693055555556",1971,Suhl (Thür. Wald),"Warenhaus ""CENTRUM"" – Dachgarten",Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),V 11 50 A 1/B 538/71 11/5025,1970er; 1971; Baudetail - Dachgarten; Baukran; Bezirk Suhl; Detail - Flaschen; Detail - Schatten; Einzelhandel - Art - CENTRUM Warenhaus; Einzelhandel - Art - Kaufhaus; Einzelhandel - Art - Warenhaus; Einzelhandel - Ort - Suhl - CENTRUM Warenhaus; Fotografie - Panorama; Gastronomie; Kleidung - Accessoire - Aktenkoffer; Kreis Suhl Stadt; Landschaft - Thüringer Wald; Menschen - 10; Menschen - Kind; Möbel - Geschirr; Möbel - Stühle; Möbel - Tische; Ort - Suhl; Ort - Suhl - CENTRUM-Warenhaus; Sammlung - Corinna Ernst; Tätigkeit - Gespräch; Tätigkeit - Sitzen; Tätigkeit - Trinken,"Hoffmann, [Oelsnitz (Erzgeb.)]",o.A.,,o.A.,,10,1971,Germany
,Suhl,"50.610555555556,10.693055555556",1971,"Suhl (Thür. Wald) Warenhaus ""CENTRUM""",,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),III/18/197 A 1/B 440/71 11/5085,1970er; 1971; Archigrafie - CENTRUM; Architekt - Fritz Popp; Architekt - Heinz Luther; Architekt - Ulrich Möckel; Baudetail - Schaufenster; Baudetail - Treppe; Bezirk Suhl; Detail - Antenne; Detail - Mülltonnen; Einzelhandel - Ort - Suhl - CENTRUM Warenhaus; Fotografie - Laub - von rechts; Kreis Suhl Stadt; Künstler - Fritz Kühn; Menschen - Kinder; Ort - Suhl; Ort - Suhl - CENTRUM-Warenhaus; Strukturfassade; Verkehr - Auto - Wartburg,Hoffmann (Oelsnitz (Erzgb.)),o.A.,,o.A.,,10,1971,Germany
,Suhl,"50.610555555556,10.693055555556",1971,Suhl (Thür.),,Meiningen,Straub &  Fischer Meiningen,V 11 50 S 4/71,1970er; 1971; Bautyp - Plattenbauten; Bezirk Suhl; Fotografie - Panorama; Kreis Suhl Stadt; Landschaft; Ort - Suhl; Philokartie - Eindruck - Logo Kunstanstalt Straub & Fischer; Stadtgestaltung - Neubaugebiet; ungelaufen - datiert; ungelaufen - datiert - 1973; ungelaufen - nummeriert -  040503; Verkehr - Straße,,o.A.,,o.A.,,10,1971,Germany
,Suhl,"50.610555555556,10.693055555556",1972,"SUHL Thür. Wald Warenhaus ""CENTRUM""",,Bad Salzungen,Auslese-Bild-Verlag Bad Salzungen,III/18/197 S 1/72 09 11 31 022,1970er; 1972; Architekt - Fritz Popp; Architekt - Heinz Luther; Architekt - Ulrich Möckel; Architektur; Architektur - Stil - Ostmoderne; Baudetail - Vorhangfassade; Bezirk Suhl; Detail - Kinderwagen; Einzelhandel - Art - Kaufhaus; Einzelhandel - Ort - Suhl - CENTRUM Warenhaus; Fotografie - Panorama; Handel; Kreis Suhl Stadt; Künstler - Fritz Kühn; Künstler - Waldo Dörsch; Künstler - Waldo Dörsch - Fächertreppe; Menschen - Passanten; Ort - Suhl; Ort - Suhl - CENTRUM-Warenhaus; Pflanzschalen; Stadtdetail - Laterne - Abknicklampe; Strukturfassade; Verkehr; Verkehr - Auto - Trabant; Verkehrszeichen - Parkverbot,,o.A.,,o.A.,,10,1972,Germany
,Suhl,"50.610555555556,10.693055555556",1972,"Suhl/Thür. Wald. Warenhaus ""CENTRUM""",,Bad Salzungen,Auslese-Bild-Verlag  Bad Salzungen,III/18/197 S 1/72 09 11 31 004,1970er; 1972; Archigrafie - CENTRUM; Architekt - Fritz Popp; Architekt - Heinz Luther; Architekt - Peter Bochus; Architekt - Rolf Witte; Architekt - Ulrich Möckel; Architektur - Stil - Ostmoderne; Bezirk Suhl; Einzelhandel - Ort - Suhl - CENTRUM Warenhaus; Kleidung - Accessoire - Tasche; Kreis Suhl Stadt; Künstler - Fritz Kühn; Künstler - Fritz Kühn - Leichtmetalle-Vorhangfassade CENTRUM Warenhaus Suhl; Künstler - Waldo Dörsch; Künstler - Waldo Dörsch - Fächertreppe; Menschen - Passanten; Natur - Baum - jung; Ort - Suhl; Ort - Suhl - CENTRUM-Warenhaus; Stadtmöbel - Pflanzschalen; Strukturfassade; Tätigkeit - Blick zur Kamera; Tätigkeit - Gehen; Tätigkeit - Sitzen; Tätigkeit - Treppensteigen; Verkehr - Parkplatz,,o.A.,,o.A.,,10,1972,Germany
,Suhl,"50.610555555556,10.693055555556",1973,Bezirksstadt Suhl in Thüringen,Sporthalle // Teilansicht // Wilhelm-Pieck-Straße // Neubaugebiet Aue,Meiningen,Straub & Fischer Meiningen,V 11 50 S 4/73,1970er; 1973; Architektur - Stil - Ostmoderne; Bautyp - Hochhaus; Bautyp - Neubaublöcke; Bezirk Suhl; Detail - Fahnenmasten; Fotografie - Panorama; Kreis Suhl Stadt; Natur - Bäume; Natur - Sträucher; Ort - Suhl; Ort - Suhl - Neubaugebiet Aue; Ort - Suhl - Stadthalle der Freundschaft; Ort - Suhl - Wilhelm-Pieck-Straße; Ort - Suhl-Aue; Sporthalle; Sporthalle - Ort - Suhl - Stadthalle; Stadtdetail - Laterne - Abknicklampe; Stadtgestaltung - Neubaugebiet; Stadtnatur - Baum; Straße - Wilhelm-Pieck-Straße - Suhl; Tätigkeit - Abbiegen; Tätigkeit - Mopedfahren; ungelaufen; Verkehrszeichen - Parkverbot,,o.A.,,o.A.,,10,1973,Germany
,Suhl,"50.610555555556,10.693055555556",1973,Suhl/Thür. Wald,Stadthalle der Freundschaft,Bad Salzungen,Auslese-Bild-Verlag  Bad Salzungen,III/18/197 S 1/73 09 11 31 027,1970er; 1973; Architektur - Stil - Ostmoderne; Bezirk Suhl; Detail - Akustikanlage; Fotografie - Innenaufnahme; Fotografie - Panorama; Kreis Suhl Stadt; Kulturhaus - Art - Stadthalle; Kulturhaus - Ort - Suhl - Stadthalle Suhl; Menschen - 1; Möbel - Bestuhlung; Ort - Suhl; Ort - Suhl - Stadthalle der Freundschaft; Raumtyp - Bühne; Raumtyp - Stadthalle; Tätigkeit - Sitzen - im Fenster; ungelaufen,,o.A.,,o.A.,,1,1973,Germany
,Suhl,"50.610555555556,10.693055555556",1974,"Suhl (Thür. Wald) // Am Warenhaus ""CENTRUM""",,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),V 11 50 A 1/B 706/74 01 11 31 059,1970er; 1974; Archigrafie; Archigrafie - CENTRUM; Architekt - Fritz Popp; Architekt - Heinz Luther; Architekt - Peter Bochus; Architekt - Rolf Witte; Architekt - Ulrich Möckel; Architektur - Stil - Ostmoderne; Baudetail - Wand - Strukturwand; Bautyp - Plattenbau; Bezirk Suhl; Einzelhandel - Art - Kaufhaus; Einzelhandel - Art - Warenhaus; Einzelhandel - Ort - Suhl - CENTRUM Warenhaus; Fotografie - Laub - von links; Jahreszeit - Sommer; Kleidung - Accessoire - Sonnenbrille; Kleidung - Kleid; Kreis Suhl Stadt; Künstler - Waldo Dörsch; Künstler - Waldo Dörsch - Fächertreppe; Menschen - Kinder; Natur - Stadtnatur - Grünanlage; Natur - Sträucher; Ort - Suhl; Ort - Suhl - CENTRUM-Warenhaus; Strukturfassade; ungelaufen; Verkehr - Moped; Verkehr - Parkplatz,"Remd, Werner [Gräfinau-Angstedt]",o.A.,,o.A.,,1,1974,Germany
,Suhl,"50.610555555556,10.693055555556",1975,"Bezirksstadt Suhl / Thür- Wald. Warenhaus CENTRUM, Stadthalle der Freundschaft, Volkssternwarte, CENTRUM Warenhaus und Interhotel ""THÜRINGEN TOURIST"", Blick vom Domberg",,Bad Salzungen,Auslese-Bild-Verlag  Bad Salzungen,III/18/197 S 1/75 09 11 31 001,"1970er; 1975; Berg - Domberg; Brunnen - Springbrunnen; Einzelhandel - Art - CENTRUM Warenhaus; Einzelhandel - Art - Kaufhaus; Einzelhandel - Ort - Suhl - CENTRUM Warenhaus; Fotografie - Panorama; gelaufen 1976; Hotel; Hotel - Art - Interhotel; Hotel - Ort - Suhl - Interhotel ""Thüringen-Tourist""; Kreis Suhl Stadt; Kulturhaus - Art - Stadthalle; Kulturhaus - Ort - Suhl - Stadthalle Suhl; Landschaft; Landschaft - Hügel; Nachricht - Ankunft; Nachricht - Dank für Besuch; Nachricht - Familie; Natur - Stadtnatur - Grünanlage; Natur - Wald; Ort - Suhl; Ort - Suhl - CENTRUM-Warenhaus; Ort - Suhl - Stadthalle der Freundschaft",,o.A.,,o.A.,,1,1975,Germany
,Suhl,"50.610555555556,10.693055555556",1975,Suhl (Thür. Wald) // Hochhaus,,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),III/26/13 A1/259/75-280456 01 11 0044,"1970er; 1975; Architekt - Erhard Simon; Architekt - Fritz Popp; Architekt - Hans Joachim Nessel; Architekt - Heinz Grimm; Architekt - Heinz Luther; Architekt - Klaus Angermüller; Architekt - Peter Bochus; Architekt - Rolf Witte; Architekt - Ulrich Möckel; Architektur - Stil - Ostmoderne; Bautyp - Hochhaus; Bezirk Suhl; Briefmarke - Aufbau in der DDR - Großformat - Neptunbrunnen und Wohnhochhaus, Rathausstraße, Berlin; Brunnen - Springbrunnen; Detail - Laterne; gelaufen 1976; Kleidung - Accessoires - Handtasche; Kleidung - Hemd - blau; Kleidung - Kleid - gestreift; Kleidung - Kleid - rot; Kreis Suhl Stadt; nach: Wittenberge; Nachricht - An die Oma; Nachricht - Grüße - aus dem Thüringer Wald; Nachricht - Ort - Friedrichroda; Nachricht - Ort - Sonneberg; Nachricht - Wetter - gut; Nachricht - Wetter - Regen; Natur - Bäume; Ort - Suhl; Ort - Suhl - CENTRUM-Warenhaus; Ort - Suhl - Hochhaus mit Reisebüro am Ernst-Thälmann-Platz; Sammlung - Thomas Neumann; Stadtdetail - Grünanlagen; Stadtmöbel - Sitzbänke; Stempel - Tagesstempel - Oberhof d; Strukturfassade; Tätigkeit - Fotografieren; Tätigkeit - Posieren; Tätigkeit - Sitzen; Verkehrszeichen - Einfahrt verboten; von: Oberhof; Wasser - Fontäne",,Oberhof,"50.705277777778,10.725833333333",Wittenberge,"52.997734,11.75041",1,1975,Germany
,Suhl,"50.610555555556,10.693055555556",1977,Suhl (Thür. Wald),Stadthalle der Freundschaft,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),V 11 50 A 1/B 157/77 01 11 31 058,1970er; 1977; Architekt - Hans-Werner Kliesch; Architekt - Heinz Luther; Architekt - Otfried Triebel; Architekt - Peter Bochus; Architekt - Rolf Witte; Architekt - Ulrich Möckel; Architektur - Stil - Ostmoderne; Bezirk Suhl; Detail - Laterne; Kreis Suhl Stadt; Landschaft; Landschaft - Thüringer Wald; Menschen - Passanten; Natur - Bäume; Ort - Suhl; Pflanzschalen - Waschbeton; Stadtmöbel - Pflanztopf; Tätigkeit - Sitzen; ungelaufen - datiert; ungelaufen - gestempelt; Verkehr - Auto - Trabant,"Remd, Werner [Gräfinau-Angstedt]",o.A.,,o.A.,,1,1977,Germany
,Suhl,"50.610555555556,10.693055555556",1977,Suhl / Thür. Wald // Stadthalle der Freundschaft,,Bad Salzungen,Auslese-Bild-Verlag Bad Salzungen,V 11 50 S 1/77 09 11 31 030,1970er; 1977; Archigrafie; Archigrafie - STADTHALLE DER FREUNDSCHAFT; Architekt - Hans-Werner Kliesch; Architekt - Heinz Luther; Architekt - Otfried Triebel; Architekt - Peter Bochus; Architekt - Rolf Witte; Architekt - Ulrich Möckel; Architektur - Stil - Ostmoderne; Aufsteller; Bezirk Suhl; Detail - Laterne; Detail - Laterne - Flutlicht; Detail - Pflanzschale; Jahreszeit - Frühling; Kreis Suhl Stadt; Landschaft; Menschen - Familie; Menschen - Kind; Menschen - Passanten; Ort - Suhl; Ort - Suhl - Stadthalle der Freundschaft; Plakat - Deutsch-Sowjetische-Freundschaft in Aktion; Spiegelung; Stadtmöbel - Betonpapierkorb; Teich; ungelaufen - gestempelt; Verkehr - Auto - Trabant; Wand - Einfassungsmauer,,o.A.,,o.A.,,1,1977,Germany
,Suhl,"50.610555555556,10.693055555556",1977,Suhl / Thür. Wald Ernst-Thälmann-Platz,,Bad Salzungen,Auslese-Bild-Verlag  Bad Salzungen,III/26/13 S1/77-280618 09 10 2201,1970er; 1977; Architektur - Stil - Ostmoderne; Bezirk Suhl; Detail - Fahnen; Himmel - blau; Kleidung - Jacke - Beige; Kleidung - Jacke - Rot; Kreis Suhl Stadt; Landschaft; Menschen - Familie; Menschen - Kinder; Natur - Wald; Ort - Suhl; Ort - Suhl - Ernst-Thälmann-Platz; Ortsansicht; Stadtdetail - Laternen; Straße - Ernst-Thälmann-Platz - Suhl; Tiere - Hund,-,o.A.,,o.A.,,1,1977,Germany
,Suhl,"50.610555555556,10.693055555556",1977,"Suhl / Thür. Wald Kindergarten auf dem Dach des Warenhauses ""Centrum""",,Bad Salzungen,Auslese-Bild-Verlag Bad Salzungen,V 11 50 S 1/77 09 11 31 023,1970er; 1977; Architektur; Bezirk Suhl; Einzelhandel - Art - CENTRUM Warenhaus; Kindereinrichtung; Kindergarten; Kreis Suhl Stadt; Landschaft; Menschen - Kinder; Ort - Suhl,,o.A.,,o.A.,,1,1977,Germany
,Suhl,"50.610555555556,10.693055555556",1978,HO-Gaststätte Domberg Suhl / Thür.,Blick vom Domberg,Meiningen,Straub &  Fischer Meiningen,V 11 50 S 4/78 8008,1970er; 1978; Baudetail - Kamin; Baudetail - Terrasse; Baudetail - Theke; Berg - Domberg; Beruf - Kellner; Bezirk Suhl; Detail - Aschenbecher; Detail - Ausschank; Detail - Bild; Detail - Gaderobe; Detail - Geweihe; Detail - Trinkglas; Detail - Trinkglas - mit Wasser; Detail - Zimmerpflanze; Fotografie - Außen- und Innenansicht; Gastronomie - Art - Außengastronomie; Gastronomie - Art - HO-Gaststätte; Gastronomie - Ort - Suhl - HO- Gaststätte Domberg; Kleidung - Jacken; Kleidung - Jacken - an der Gaderobe; Kreis Suhl Stadt; Möbel - Anrichte; Möbel - Lampen; Möbel - Stühle - rustikal; Möbel - Vorhänge; Ort - Suhl; Ort - Suhl - HO-Gaststätte Domberg; Philokartie - Eindruck - Logo Straub und Fischer; Tätigkeit - Blick zur Kamera; Tätigkeit - Gaststättenbesuch; Tätigkeit - Lächeln; Tätigkeit - Schulterblick; Tätigkeit - Sitzen; Tätigkeit - Stehen; ungelaufen,,o.A.,,o.A.,,1,1978,Germany
,Suhl,"50.610555555556,10.693055555556",1978,Suhl/Thür. Wald,"Gaststättenkomplex ""Stadt Kaluga"" // Tagescafé",Bad Salzungen,Auslese-Bild-Verlag Bad Salzungen,V 11 50 S 1/78 09 11 31 052,"1970er; 1978; Bezirk Suhl; Briefmarke - 1980 - Bedeutende Persönlichkeiten (VIII) - Frédéric Joliot-Curie; Detail - Zimmerpflanzen; Fotografie - Innenaufnahme; Gastronomie; Gastronomie - Art - Café; Gastronomie - Art - Tagescafé; Gastronomie - Ort - Suhl - Gaststättenkomplex ""Kaluga""; Gastronomie - Ort - Suhl - Gaststättenkomplex Kaluga - Tagescafé; Innenarchitektur; Kreis Suhl Stadt; Kunst am Bau; Möbel - Gedeck; Möbel - Geschirr; Möbel - Hängelampen; Möbel - Vase mit Blumen; nach: Berlin; Nachricht - Fußball; Nachricht - Grüße - aus Suhl; Name - Ernst; Ort - Suhl; Ort - Suhl - Gaststättenkomplex Kaluga; Per - Ernst Lichtenberg; ungelaufen - frankiert und beschrieben",,o.A.,,Berlin,"52.516666666667,13.383333333333",1,1978,Germany
,Suhl,"50.610555555556,10.693055555556",1979,Suhl. Thür. Wald,,Bad Salzungen,Auslese-Bild-Verlag  Bad Salzungen,V 11 50 S 1/79 09 11 31 038,1970er; 1979; Architektur; Bautyp - Hochhäuser; Bautyp - Plattenbauten; Bezirk Suhl; Fotografie - Panorama; Kreis Suhl Stadt; Ort - Suhl,-,o.A.,,o.A.,,1,1979,Germany
,Suhl,"50.610555555556,10.693055555556",1982,Suhl (Thür). Wilhelm-Pieck-Straße,,Erlbach i.V.,VEB Foto-Verlag Erlbach i.V,K1/82 III/23 32 07 11 31 009,1980er; 1982; Architektur; Architektur - Stil - Ostmoderne; Bautyp - Altbauten; Bautyp - Hochhaus; Bezirk Suhl; Kreis Suhl Stadt; Kunst am Bau; Menschen - Passanten; Ort - Suhl; Ort - Suhl - Weltzeituhr; Ortsansicht; Stadtdetail - Laternen; Stadtmöbel - Sitzbank; Uhr; Uhrzeit - 11:37; Verkehr - Auto,Hoffmann,o.A.,,o.A.,,1,1982,Germany
,Suhl,"50.610555555556,10.693055555556",1982,Suhl / Thür. Wald,"Gaststättenkomplex ""Stadt Kaluga"" // Salon Ziolkowski",Bad Salzungen,Auslese-Bild-Verlag  Bad Salzungen,V 11 50 S 1/82/2136 09 11 31 056,"1980er; 1982; Bezirk Suhl; Detail - Besteck; Detail - Servietten; Fotografie - Innenansicht; Gastronomie - Ort - Suhl - Gaststättenkomplex ""Kaluga""; Kreis Suhl Stadt; Kunst am Bau - Weltraum; Menschen - keine; Möbel - Stühle; Möbel - Tischdecken; Möbel - Tische; Ort - Suhl; Ort - Suhl - Gaststättenkomplex Kaluga; ungelaufen; Wandbild",,o.A.,,o.A.,,0,1982,Germany
,Suhl,"50.610555555556,10.693055555556",1982,Suhl/Thür. Wald,"Gaststättenkomplex ""Kaluga"" // Gesellschaftszimmer",Bad Salzungen,Auslese-Bild-Verlag Bad Salzungen,V 11 50 S 1/82/2170 09 11 31 055,"1980er; 1982; Bezirk Suhl; Detail - Samowar; Detail - Servietten; Fotografie - Innenaufnahme; Gastronomie - Art - Spezialitätenrestaurant; Gastronomie - Ort - Suhl - Gaststättenkomplex ""Kaluga""; Kreis Suhl; Kreis Suhl Stadt; Menschen - keine; Möbel - Bilder - Gemälde; Möbel - Bilder - Grafik; Möbel - Lampen; Möbel - Lampen - Hängelampen; Möbel - Lampen - Hängelampen - Korb; Möbel - Sitzkissen; Möbel - Stühle; Ort - Suhl; Ort - Suhl - Gaststättenkomplex Kaluga; ungelaufen",,o.A.,,o.A.,,0,1982,Germany
,Suhl,"50.610555555556,10.693055555556",1984,Suhl (Thür. Wald). Stadtzentrum,,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),A 1/B 458/84 IV-14-483 01 11 31 108,1980er; 1984; Archigrafie - Jugendmode; Architekt - Bernhard Keßler; Architekt - Hans Joachim Nessel; Architekt - Heinz Luther; Architektur - Stil - Ostmoderne; Bautyp - Hochhäuser; Bezirk Suhl; Detail - Kinderwagen; Fotografie - Panorama; Kreis Suhl Stadt; Landschaft; Menschen - Kinder; Menschen - Passanten; Ort - Suhl; Ort - Suhl - Busbahnhof; Ort - Suhl - Weltzeituhr; Pflanzschalen; Tätigkeit - Warten; Uhrzeit - 12:57; Verkehr - Busbahnhof; Verkehr - Parkplatz,Mattutat (Suhl),o.A.,,o.A.,,0,1984,Germany
,Suhl,"50.610555555556,10.693055555556",1985,Suhl / Thür. Wald,Blick zum Stadthallenensemble,Bad Salzungen,Auslese-Bild-Verlag Bad Salzungen,III/26/13 S1/85 301705 09 11 1831,"1980er; 1985; Archigrafie - STADTHALLE DER FREUNDSCHAFT; Architektur - Stil - Ostmoderne; Bautyp - Fachwerk; Bautyp - Hochhaus; Bezirk Suhl; Briefmarke - Aufbau in der DDR - Kleinformat - Palast der Republik, Berlin; Detail - Fahne - DDR; Detail - Fahne - Frankreich; Detail - Fahne - Polen; Detail - Fahnen; Fotografie - Panorama; gelaufen - 1986 - 03 - 26; gelaufen 1980er; gelaufen 1986; Kreis Suhl Stadt; Landschaft - Thüringer Wald; nach: Deelitzsch; Name - Günther; Ort - Suhl; Ort - Suhl - Stadthalle der Freundschaft; Per - Günther Rother; Stadtgestaltung - Stadtplatz; Stempel - Tagesstempel - SUHL 1 z; Stempel - Werbestempel - Alles zum Wohle des Volkes XI. Parteitag; Verkehr - Parkplatz; von: Suhl; Wandbilder; Wasser","Richter, Suhl",Suhl,"50.610555555556,10.693055555556",Deelitzsch,"51.526388888889,12.3425",0,1985,Germany
,Suhl,"50.610555555556,10.693055555556",1986,"Bezirksstadt SUHL, Diana-Brunnen",,Meiningen,Straub &  Fischer Meiningen,S 4/86 IV-14-483 9464,"1980er; 1986; Baudetail - Strukturfassade; Baudetail - Treppe; Bautyp - Villa; Bezirk Suhl; Einzelhandel - Ort - Suhl - CENTRUM Warenhaus; Kreis Suhl Stadt; Künstler - Waldo Dörsch; Künstler - Waldo Dörsch - Diana-Brunnen, Suhl, 1984; Menschen - Passanten; Natur - Bäume; Natur - Hang; Ort - Suhl; Ort - Suhl - CENTRUM-Warenhaus; Ort - Suhl - Diana-Brunnen; Skulptur; Skulptur - Waldo Dörsch - Diana-Brunnen, Suhl, 1984; Stadtdetail - Springbrunnen; Stadtgestaltung - Stadtplatz; Tätigkeit - Schaufensterbummel",,o.A.,,o.A.,,0,1986,Germany
,Suhl,"50.610555555556,10.693055555556",1986,Suhl // Im Stadtzentrum,,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),III/26/13 A1/13/8/86 881318 01 11 038 ??,1980er; 1986; Archigrafie; Architekt - Bernhard Keßler; Architekt - Hans Joachim Nessel; Architekt - Heinz Luther; Architektur - Stil - Ostmoderne; Baudetail - Wand - Strukturwand; Bautyp - Wohnhochhaus; Bezirk Suhl; Fotografie - Panorama; gelaufen 1988; Kleidung - Jacke - Rot; Kreis Suhl Stadt; Landschaft; Menschen - Passanten; Nachricht - Gesundheit; Nachricht - Gesundheit - Untersuchungsergebnisse; Nachricht - Reiseplanung - Westreise; Name - Ilse; Name - Lothar; Name - Ulrike; Ort - Suhl; Ort - Suhl - Busbahnhof; Ort - Suhl - Weltzeituhr; Stadtdetail - Laternen; Uhrzeit - 14:06; Verkehr - Auto - Trabant; Verkehr - Auto - Wartburg; Verkehr - Busbahnhof; Verkehr - Bushaltestelle; Verkehr - Parkplatz; Verkehrszeichen - Wegweiser,R. Schlegel (Lunzenau),o.A.,,o.A.,,0,1986,Germany
,Suhl,"50.610555555556,10.693055555556",1989,Suhl,Wilhelm-Pieck-Straße,Reichenbach (Vogtl),BILD UND  HEIMAT REICHENBACH (VOGTL),A1/III/26/13 01 11 0377/31 370873/89,1980er; 1989; Archigrafie - DER JUGEND; Aufschrift - H; Bautyp - Hochhaus; Bezirk Suhl; Fotografie - Panorama; Jahreszeit - Sommer; Kreis Suhl Stadt; Ort - Suhl; Ort - Suhl - Stadthalle der Freundschaft; Ort - Suhl - Wilhelm-Pieck-Straße; Philokartie - Eindruck - Logo AUSLESE BILD VERLAG - orange; Stadtdetail - Betonpapierkorb; Stadtdetail - Sitzbänke; Stadtgestaltung - Stadtzentrum; Stadtnatur - Bäume; Straße - Wilhelm-Pieck-Straße - Suhl; Tätigkeit - Gehen; Tätigkeit - Sitzen; Tätigkeit - Warten; ungelaufen; Verkehr - Autos; Verkehr - Bus - Ikarus; Verkehr - Busbahnhof; Verkehr - Busbahnhof - Ort - Suhl; Verkehr - Parkplatz,"Schlegel, [Lunzenau]",o.A.,,o.A.,,0,1989,Germany
,Suhl,"50.610555555556,10.693055555556",1989,Suhl // Stadthalle der Freundschaft,,Reichenbach (Vogtl),BILD UND HEIMAT REICHENBACH (VOGTL),A1/III/26/13 01 11 0644/31 300956/89,"1980er; 1989; Architekt - Hans-Werner Kliesch; Architekt - Heinz Luther; Architekt - Otfried Triebel; Architekt - Peter Bochus; Architekt - Rolf Witte; Architekt - Ulrich Möckel; Bezirk Suhl; Kreis Suhl Stadt; Kulturhaus - Art - Stadthalle; Kunst am Bau - Sozialismus; Künstler - Willi Neubert; Künstler - Willi Neubert - ""Der Internationale Charakter der Offensive des Marxismus-Leninismus""  - Suhl, 1977; Landschaft; Menschen - Passanten; Ort - Suhl; Ort - Suhl - Stadthalle der Freundschaft; Stadtdetail - Laternen - Kugellampen; Stadtmöbel - Papierkorb; Stadtmöbel - Sitzbänke; ungelaufen; Wandbild","Kirchner, Sachsenbrunn",o.A.,,o.A.,,0,1989,Germany
,Suhl,"50.610555555556,10.693055555556",1989,VEB LANDBAUKOMBINAT SUHL / THÜR.,1 Bauernstube - 2 Kombinatsleitungsgebäude // 3 Speiseeinrichtung - 4 Gesellschaftszimmer // 5 Haupteingang,Meiningen,Straub &  Fischer Meiningen,S 4/83 IV-14-483 9577,1980er; 1989; Archigrafie - BK; Architektur - Stil - Fachwerk; Bezirk Suhl; Detail - Bilder; Detail - Grubenlampe; Detail - Zimmerpflanzen; Fotografie - Innen- und Außenansicht; Fotografie - Innenansicht; Ins - VEB Landbaukombinat Suhl / Thür.; Kreis Suhl Stadt; Kunst am Bau - abstrakt; Menschen - keine; Möbel - Stühle; Möbel - Tisch - Konferenztisch; Möbel - Tresen; Ort - Suhl; Ort - Suhl - VEB Landbaukombinat Suhl; Raumtyp - Foyer; Raumtyp - Gesellschaftszimmer; Raumtyp - Stube; Signet - VEB LANDBAUKOMBINAT SUHL / THÜR.; Stadtdetail - Laterne - Abknicklampe; Verkehr - Bushaltestelle; Verkehr - Buswartehäuschen; Verkehr - Straße,"Foto-Mittag, [Themar]",o.A.,,o.A.,,0,1989,Germany
